location,period,sex,total_prob,prob_cancer,prob_card,prob_resp,prob_diab
Micronesia (Federated States of),2010,Male,29.2,12.231,12.2837,4.3468,0.3385
Micronesia (Federated States of),2015,Both sexes,26.5,11.3215,10.8118,3.3689,0.9978
Micronesia (Federated States of),2015,Female,23.5,10.3358,10.2689,2.115,0.7803
Micronesia (Federated States of),2015,Male,29.5,12.0472,12.2577,4.3062,0.8889
Micronesia (Federated States of),2020,Both sexes,26.1,11.6599,11.6265,2.349,0.4646
Micronesia (Federated States of),2020,Female,23.1,9.5738,9.6755,3.2563,0.5944
Micronesia (Federated States of),2020,Male,29.0,12.8879,11.8889,3.6036,0.6196
Micronesia (Federated States of),2025,Both sexes,26.4717,11.7921,11.8105,2.3969,0.4722
Micronesia (Federated States of),2025,Female,23.6998,9.8174,9.9292,3.3504,0.6028
Micronesia (Federated States of),2025,Male,29.52,13.1698,12.0422,3.6802,0.6278
Mongolia,2000,Both sexes,38.9,15.8462,16.1396,6.3855,0.5287
Mongolia,2000,Female,33.3,13.5252,13.8323,4.376,1.5665
Mongolia,2000,Male,44.5,19.8266,17.8135,5.5537,1.3062
Mongolia,2005,Both sexes,35.6,15.4573,14.2851,4.519,1.3386
Mongolia,2005,Female,27.7,11.4135,11.6157,4.3045,0.3663
Mongolia,2005,Male,43.3,18.0044,17.4407,6.3658,1.4891
Mongolia,2010,Both sexes,32.3,13.5054,14.2508,3.9571,0.5867
Mongolia,2010,Female,24.5,9.9346,10.8825,3.1018,0.5811
Mongolia,2010,Male,40.2,17.0228,17.6899,4.7956,0.6917
Mongolia,2015,Both sexes,30.4,13.3979,12.7408,3.7965,0.4648
Mongolia,2015,Female,22.2,9.5935,9.547,2.2193,0.8402
Mongolia,2015,Male,39.0,15.9835,16.0631,6.0955,0.8579
Mongolia,2020,Both sexes,30.2,13.0244,13.3005,3.4897,0.3854
Mongolia,2020,Female,21.9,9.1498,8.9226,3.0861,0.7415
Mongolia,2020,Male,38.8,16.1695,16.1286,5.1274,1.3745
Mongolia,2025,Both sexes,30.7966,13.3704,13.4927,3.5382,0.3953
Mongolia,2025,Female,22.5024,9.4055,9.1802,3.1674,0.7493
Mongolia,2025,Male,39.5449,16.3863,16.5213,5.2445,1.3928
Montenegro,2000,Both sexes,25.7,10.8373,11.3703,2.862,0.6304
Montenegro,2000,Female,19.5,8.5231,8.585,1.755,0.6369
Montenegro,2000,Male,32.2,14.1582,14.395,2.898,0.7488
Montenegro,2005,Both sexes,25.5,11.426,10.7672,2.553,0.7538
Montenegro,2005,Female,19.1,8.3679,8.4153,1.8647,0.4521
Montenegro,2005,Male,32.3,13.4879,14.3889,3.3651,1.0581
Montenegro,2010,Both sexes,22.1,9.8134,8.8948,2.9436,0.4482
Montenegro,2010,Female,16.4,7.3138,6.9075,1.7903,0.3884
Montenegro,2010,Male,28.1,11.8934,11.5589,3.5306,1.1171
Montenegro,2015,Both sexes,20.9,8.5337,9.3177,2.5655,0.4831
Montenegro,2015,Female,15.1,6.7588,6.5971,1.359,0.3851
Montenegro,2015,Male,26.8,11.2186,11.7382,3.212,0.6312
Montenegro,2020,Both sexes,20.6,8.4065,9.2348,2.5831,0.3756
Montenegro,2020,Female,14.9,6.3727,6.3582,1.9035,0.2656
Montenegro,2020,Male,26.4,11.5389,11.2816,2.3815,1.198
Montenegro,2025,Both sexes,21.0475,8.6009,9.4246,2.6379,0.3841
Montenegro,2025,Female,15.1812,6.4983,6.4804,1.9325,0.27
Montenegro,2025,Male,27.025,11.8578,11.5163,2.4175,1.2334
Morocco,2000,Both sexes,24.4,10.6483,10.4923,2.3017,0.9577
Morocco,2000,Female,21.6,9.009,9.3403,2.9756,0.2751
Morocco,2000,Male,27.6,12.1023,12.3861,2.484,0.6276
Morocco,2005,Both sexes,18.6,7.6316,7.4409,3.3123,0.2152
Morocco,2005,Female,16.4,7.2481,7.0115,1.8759,0.2645
Morocco,2005,Male,21.0,9.4261,8.6545,2.1522,0.7672
Morocco,2010,Both sexes,13.8,6.1804,5.8147,1.4046,0.4003
Morocco,2010,Female,12.5,5.1576,5.2792,1.8765,0.1867
Morocco,2010,Male,15.1,6.718,6.4364,1.3674,0.5782
Morocco,2015,Both sexes,12.5,5.4684,5.3411,1.4636,0.2269
Morocco,2015,Female,11.5,4.7242,5.1562,1.1756,0.444
Morocco,2015,Male,13.5,5.597,5.9053,1.602,0.3957
Morocco,2020,Both sexes,12.4,5.2049,4.9918,1.88,0.3233
Morocco,2020,Female,11.3,4.7217,4.8786,1.5024,0.1973
Morocco,2020,Male,13.3,5.768,5.6195,1.381,0.5315
Morocco,2025,Both sexes,12.6153,5.3134,5.0743,1.9003,0.3273
Morocco,2025,Female,11.5827,4.8539,4.9862,1.5398,0.2028
Morocco,2025,Male,13.607,5.9317,5.7292,1.4032,0.5429
Mozambique,2000,Both sexes,27.3,11.6468,11.6904,3.0339,0.9289
Mozambique,2000,Female,26.4,11.8402,11.5205,2.376,0.6633
Mozambique,2000,Male,28.5,11.6369,11.9411,3.9334,0.9886
Mozambique,2005,Both sexes,22.7,10.1618,9.8963,2.043,0.5989
Mozambique,2005,Female,21.5,9.3805,8.7304,2.9137,0.4754
Mozambique,2005,Male,24.3,10.361,10.0346,3.6101,0.2943
Mozambique,2010,Both sexes,20.3,8.7649,8.3194,2.8408,0.3749
Mozambique,2010,Female,18.9,8.3707,8.1902,1.8208,0.5183
Mozambique,2010,Male,22.1,8.8859,9.1959,3.3024,0.7158
Mozambique,2015,Both sexes,18.4,8.1601,7.4411,2.0431,0.7557
Mozambique,2015,Female,17.4,7.104,7.5747,2.1747,0.5466
Mozambique,2015,Male,19.8,8.7591,8.1,2.4021,0.5388
Mozambique,2020,Both sexes,18.4,8.1856,7.4698,2.3193,0.4253
Mozambique,2020,Female,17.4,7.3719,7.7035,1.914,0.4106
Mozambique,2020,Male,19.6,8.6394,8.4254,2.0306,0.5046
Mozambique,2025,Both sexes,18.8135,8.3408,7.6918,2.3447,0.4362
Mozambique,2025,Female,17.7945,7.5036,7.9134,1.9602,0.4173
Mozambique,2025,Male,20.0166,8.7732,8.6677,2.0598,0.5159
Myanmar,2000,Both sexes,25.0,10.7677,10.2958,3.203,0.7335
Myanmar,2000,Female,24.1,10.6492,9.929,3.0929,0.4289
Myanmar,2000,Male,26.1,11.0,10.5377,4.1904,0.3719
Myanmar,2005,Both sexes,25.8,10.7539,11.5075,3.2683,0.2703
Myanmar,2005,Female,24.0,9.7025,10.767,2.7933,0.7372
Myanmar,2005,Male,27.8,11.8884,12.1495,2.9447,0.8174
Myanmar,2010,Both sexes,25.1,10.7405,10.4755,2.6964,1.1876
Myanmar,2010,Female,22.9,10.004,9.202,3.0301,0.6639
Myanmar,2010,Male,27.7,12.3579,11.7758,2.9261,0.6402
Myanmar,2015,Both sexes,24.3,10.351,9.96,2.9634,1.0256
Myanmar,2015,Female,21.6,9.351,9.1127,2.6812,0.4551
Myanmar,2015,Male,27.3,11.1736,11.036,4.3411,0.7493
Myanmar,2020,Both sexes,24.2,10.6023,10.396,2.7739,0.4278
Myanmar,2020,Female,21.5,9.1265,9.1683,2.7026,0.5026
Myanmar,2020,Male,27.3,11.83,11.7709,2.7682,0.9309
Myanmar,2025,Both sexes,24.7571,10.7905,10.6848,2.8451,0.4367
Myanmar,2025,Female,21.9292,9.2668,9.3805,2.7674,0.5145
Myanmar,2025,Male,27.7779,12.0162,11.9987,2.8211,0.9419
Namibia,2000,Both sexes,25.6,11.4235,10.312,3.1112,0.7533
Namibia,2000,Female,23.0,9.4872,9.5948,2.9041,1.0139
Namibia,2000,Male,28.6,12.7453,12.3128,2.6308,0.9111
Namibia,2005,Both sexes,24.3,10.45,10.5716,2.7583,0.5201
Namibia,2005,Female,21.9,9.5898,9.0687,2.7439,0.4976
Namibia,2005,Male,27.3,11.781,11.542,3.1777,0.7993
Namibia,2010,Both sexes,23.2,9.6656,9.646,3.5574,0.331
Namibia,2010,Female,20.9,9.3698,9.3737,1.881,0.2755
Namibia,2010,Male,26.2,10.9605,10.6103,3.5638,1.0654
Namibia,2015,Both sexes,21.6,8.6888,9.1129,2.8531,0.9452
Namibia,2015,Female,19.2,8.1111,8.2345,2.2239,0.6305
Namibia,2015,Male,24.8,10.2454,10.4429,3.8241,0.2876
Namibia,2020,Both sexes,21.3,9.0577,9.3387,2.6378,0.2658
Namibia,2020,Female,18.7,7.5293,8.2599,2.6355,0.2753
Namibia,2020,Male,24.7,10.5924,10.0272,3.7974,0.283
Namibia,2025,Both sexes,21.8605,9.3043,9.5993,2.6846,0.2723
Namibia,2025,Female,19.1703,7.7066,8.5014,2.6828,0.2795
Namibia,2025,Male,25.0582,10.7131,10.2063,3.8475,0.2913
Nepal,2000,Both sexes,27.3,11.2054,11.0979,4.5014,0.4953
Nepal,2000,Female,24.2,9.7054,9.7217,4.0994,0.6735
Nepal,2000,Male,30.7,13.4605,12.9332,3.305,1.0013
Nepal,2005,Both sexes,25.8,11.2958,10.9317,3.0815,0.491
Nepal,2005,Female,22.9,9.6965,9.3294,2.7431,1.131
Nepal,2005,Male,28.7,12.3649,11.5379,4.1358,0.6614
Nepal,2010,Both sexes,23.8,10.262,9.6762,3.329,0.5328
Nepal,2010,Female,21.1,9.1536,8.7575,2.8225,0.3664
Nepal,2010,Male,26.5,10.8674,11.8042,2.7574,1.071
Nepal,2015,Both sexes,22.2,9.9151,9.519,2.4319,0.334
Nepal,2015,Female,19.6,8.7022,8.4757,1.764,0.6581
Nepal,2015,Male,25.2,10.813,11.0456,2.6798,0.6616
Nepal,2020,Both sexes,21.8,9.3295,9.2811,2.8845,0.3049
Nepal,2020,Female,19.2,8.2591,7.7565,2.4678,0.7166
Nepal,2020,Male,24.8,9.9399,11.115,3.1232,0.6219
Nepal,2025,Both sexes,22.161,9.455,9.4511,2.9468,0.3081
Nepal,2025,Female,19.5259,8.3519,7.9442,2.4959,0.7339
Nepal,2025,Male,25.3162,10.1078,11.3598,3.2137,0.6349
Netherlands,2000,Both sexes,16.2,6.6572,6.7442,2.1465,0.6521
Netherlands,2000,Female,12.4,5.4203,5.1016,1.7252,0.1529
Netherlands,2000,Male,20.1,8.4357,8.6513,2.4546,0.5584
Netherlands,2005,Both sexes,13.9,6.0067,6.0588,1.251,0.5835
Netherlands,2005,Female,11.1,4.9226,4.5403,1.1054,0.5317
Netherlands,2005,Male,16.6,6.9531,7.3055,1.8869,0.4545
Netherlands,2010,Both sexes,12.5,5.5809,5.128,1.2671,0.524
Netherlands,2010,Female,10.3,4.2656,4.2768,1.2496,0.508
Netherlands,2010,Male,14.5,6.3354,5.8463,1.9487,0.3696
Netherlands,2015,Both sexes,11.3,4.9446,5.0519,1.017,0.2865
Netherlands,2015,Female,9.7,4.0411,4.2199,1.0451,0.3939
Netherlands,2015,Male,12.8,5.3526,5.7204,1.4579,0.2691
Netherlands,2020,Both sexes,11.2,4.9373,4.9757,1.1361,0.1509
Netherlands,2020,Female,9.7,4.2823,3.9448,1.0129,0.46
Netherlands,2020,Male,12.7,5.4219,5.6599,1.2941,0.3241
Netherlands,2025,Both sexes,11.4472,5.0133,5.1201,1.159,0.1548
Netherlands,2025,Female,9.9443,4.4009,4.0431,1.0333,0.467
Netherlands,2025,Male,12.9478,5.5594,5.7442,1.3156,0.3286
New Zealand,2000,Both sexes,15.9,6.4147,6.797,2.264,0.4243
New Zealand,2000,Female,13.0,5.5625,5.2355,1.5666,0.6354
New Zealand,2000,Male,18.8,8.3451,7.7118,1.9337,0.8094
New Zealand,2005,Both sexes,13.3,5.8948,5.6238,1.3956,0.3858
New Zealand,2005,Female,11.1,4.4862,4.9189,1.3705,0.3244
New Zealand,2005,Male,15.5,6.4992,6.9492,1.4644,0.5872
New Zealand,2010,Both sexes,11.8,4.7427,4.9373,1.54,0.58
New Zealand,2010,Female,10.0,4.3586,4.291,0.9312,0.4192
New Zealand,2010,Male,13.7,5.7682,5.8238,1.4723,0.6357
New Zealand,2015,Both sexes,10.4,4.4709,4.5057,1.145,0.2784
New Zealand,2015,Female,8.9,3.5633,3.8678,1.1445,0.3244
New Zealand,2015,Male,11.9,5.1772,5.0044,1.3593,0.3591
New Zealand,2020,Both sexes,10.1,4.1915,4.2795,1.4601,0.1689
New Zealand,2020,Female,8.6,3.6908,3.8203,0.9507,0.1382
New Zealand,2020,Male,11.6,4.8458,4.872,1.7396,0.1426
New Zealand,2025,Both sexes,10.2666,4.252,4.3669,1.4754,0.1723
New Zealand,2025,Female,8.798,3.7624,3.9178,0.9758,0.142
New Zealand,2025,Male,11.799,4.9392,4.9469,1.7679,0.145
Nicaragua,2000,Both sexes,19.5,7.8103,8.5428,2.2551,0.8918
Nicaragua,2000,Female,19.6,8.2214,8.7097,1.7721,0.8968
Nicaragua,2000,Male,19.4,8.1799,8.2795,2.3765,0.5641
Nicaragua,2005,Both sexes,17.2,6.9139,6.8988,2.6825,0.7048
Nicaragua,2005,Female,17.1,7.2062,6.8632,2.3237,0.7069
Nicaragua,2005,Male,17.4,7.077,7.3669,2.3604,0.5957
Nicaragua,2010,Both sexes,15.4,6.8462,6.5145,1.4482,0.5911
Nicaragua,2010,Female,15.0,6.5403,6.2114,1.9877,0.2606
Nicaragua,2010,Male,15.8,7.0971,6.3596,2.1241,0.2192
Nicaragua,2015,Both sexes,14.4,6.0996,5.9238,2.1369,0.2397
Nicaragua,2015,Female,13.9,6.2467,5.8972,1.5174,0.2387
Nicaragua,2015,Male,15.0,6.2495,6.7049,1.6897,0.3559
Nicaragua,2020,Both sexes,14.2,6.044,5.8865,1.8609,0.4086
Nicaragua,2020,Female,13.7,5.5684,5.684,1.8831,0.5645
Nicaragua,2020,Male,14.8,6.5548,6.1456,1.8375,0.2621
Nicaragua,2025,Both sexes,14.5371,6.21,6.0104,1.9001,0.4166
Nicaragua,2025,Female,13.9481,5.6812,5.7775,1.9127,0.5767
Nicaragua,2025,Male,15.1499,6.7203,6.2883,1.8724,0.2689
Niger,2000,Both sexes,20.1,8.0543,8.2989,3.1841,0.5627
Niger,2000,Female,20.8,8.619,8.8797,2.6495,0.6518
Niger,2000,Male,19.3,8.3887,8.4275,1.737,0.7468
Niger,2005,Both sexes,21.0,8.9994,9.3551,2.4303,0.2152
Niger,2005,Female,21.7,8.8552,9.7224,2.4388,0.6836
Niger,2005,Male,20.2,8.8988,9.0379,1.9876,0.2757
Niger,2010,Both sexes,20.8,8.7771,8.8509,2.7487,0.4233
Niger,2010,Female,21.0,9.4149,9.3919,1.89,0.3032
Niger,2010,Male,20.6,8.566,8.3296,3.2486,0.4558
Niger,2015,Both sexes,20.2,8.6656,8.3654,2.7416,0.4274
Niger,2015,Female,20.0,8.5785,8.0826,3.0153,0.3236
Niger,2015,Male,20.3,8.531,9.1338,2.3875,0.2477
Niger,2020,Both sexes,20.0,8.3358,8.6151,2.1076,0.9415
Niger,2020,Female,19.8,8.1959,8.8693,2.4237,0.3111
Niger,2020,Male,20.1,9.0069,8.5515,1.9766,0.565
Niger,2025,Both sexes,20.4219,8.531,8.7842,2.1412,0.9655
Niger,2025,Female,20.117,8.2794,9.0298,2.4884,0.3194
Niger,2025,Male,20.5781,9.2496,8.7426,2.0115,0.5744
Nigeria,2000,Both sexes,25.5,10.9257,11.3067,2.4178,0.8498
Nigeria,2000,Female,28.1,11.8833,11.7942,3.1668,1.2557
Nigeria,2000,Male,22.6,9.8514,9.4604,2.9787,0.3095
Nigeria,2005,Both sexes,24.9,10.2848,9.9713,3.7492,0.8947
Nigeria,2005,Female,27.4,11.7425,12.1429,3.0877,0.4269
Nigeria,2005,Male,22.1,9.4048,9.3323,2.2871,1.0758
Nigeria,2010,Both sexes,22.9,10.0551,9.7144,2.1742,0.9563
Nigeria,2010,Female,24.7,10.1743,10.1571,3.6232,0.7454
Nigeria,2010,Male,21.0,9.0053,8.7592,2.3451,0.8904
Nigeria,2015,Both sexes,22.5,9.5796,10.1141,2.0312,0.7751
Nigeria,2015,Female,24.0,10.0614,10.0164,3.2677,0.6545
Nigeria,2015,Male,20.8,8.7058,9.123,2.6213,0.3499
Nigeria,2020,Both sexes,22.5,9.4564,9.1903,2.7486,1.1047
Nigeria,2020,Female,23.9,9.8316,10.2098,2.9552,0.9034
Nigeria,2020,Male,20.9,9.2517,8.8808,2.0542,0.7133
Nigeria,2025,Both sexes,22.897,9.6272,9.3187,2.8293,1.1218
Nigeria,2025,Female,24.4161,10.0755,10.4163,3.008,0.9163
Nigeria,2025,Male,21.4735,9.5121,9.1404,2.0928,0.7282
Norway,2000,Both sexes,14.2,5.8298,6.2776,1.9334,0.1592
Norway,2000,Female,10.9,4.4329,4.8796,1.4469,0.1406
Norway,2000,Male,17.6,7.7826,7.4451,2.0432,0.3291
Norway,2005,Both sexes,12.2,5.0274,5.2956,1.4056,0.4714
Norway,2005,Female,9.8,3.9514,4.2121,1.2486,0.3879
Norway,2005,Male,14.7,6.3264,5.9451,1.8835,0.545
Norway,2010,Both sexes,11.3,4.7974,4.7012,1.6015,0.1999
Norway,2010,Female,9.1,3.8423,3.9023,0.9064,0.449
Norway,2010,Male,13.4,5.5673,6.0132,1.4651,0.3544
Norway,2015,Both sexes,9.3,3.9646,4.0398,1.1008,0.1948
Norway,2015,Female,7.6,3.1868,3.1743,1.0669,0.172
Norway,2015,Male,11.0,4.8051,4.4284,1.6348,0.1317
Norway,2020,Both sexes,9.2,3.7922,4.1247,0.8385,0.4446
Norway,2020,Female,7.7,3.4521,3.2507,0.8213,0.1759
Norway,2020,Male,10.7,4.4125,4.4662,1.331,0.4903
Norway,2025,Both sexes,9.4122,3.8713,4.2265,0.8611,0.4533
Norway,2025,Female,7.8341,3.5106,3.3063,0.8386,0.1786
Norway,2025,Male,10.905,4.5034,4.5476,1.3557,0.4983
Oman,2000,Both sexes,23.4,9.7039,9.8822,2.8994,0.9145
Oman,2000,Female,20.6,8.9222,8.868,1.854,0.9558
Oman,2000,Male,25.6,11.1269,11.5038,2.4827,0.4866
Oman,2005,Both sexes,21.8,8.7864,9.4847,3.3023,0.2266
Oman,2005,Female,19.0,8.3279,7.8889,1.9763,0.8069
Oman,2005,Male,23.6,9.9228,9.8287,2.9579,0.8906
Oman,2010,Both sexes,20.2,8.4001,8.3495,2.8397,0.6107
Oman,2010,Female,17.7,7.3983,7.6882,2.215,0.3985
Oman,2010,Male,21.7,9.5238,9.6113,1.953,0.6119
Oman,2015,Both sexes,18.1,7.8771,7.4368,2.3396,0.4465
Oman,2015,Female,15.8,6.9521,6.5109,2.136,0.201
Oman,2015,Male,19.8,8.307,8.8867,1.782,0.8243
Oman,2020,Both sexes,17.8,7.2972,7.4296,2.4536,0.6196
Oman,2020,Female,15.5,6.385,6.3655,2.3396,0.4099
Oman,2020,Male,19.4,8.2885,7.8819,2.8108,0.4188
Oman,2025,Both sexes,18.1378,7.4461,7.5644,2.4895,0.6378
Oman,2025,Female,15.8091,6.5023,6.4984,2.3879,0.4205
Oman,2025,Male,19.8102,8.48,8.0252,2.8807,0.4243
Pakistan,2000,Both sexes,26.7,11.533,10.7887,3.6467,0.7316
Pakistan,2000,Female,24.4,10.6038,10.7299,2.6628,0.4035
Pakistan,2000,Male,28.7,11.9,12.2627,4.0972,0.4401
Pakistan,2005,Both sexes,26.7,11.705,10.8321,3.2082,0.9547
Pakistan,2005,Female,24.8,10.4884,10.5756,3.4539,0.2821
Pakistan,2005,Male,28.5,12.5889,12.2227,2.6665,1.0219
Pakistan,2010,Both sexes,25.6,10.5704,10.8339,3.8032,0.3925
Pakistan,2010,Female,23.7,9.6059,10.3994,2.6918,1.0029
Pakistan,2010,Male,27.4,12.231,12.1488,2.466,0.5542
Pakistan,2015,Both sexes,24.8,10.7033,10.5632,3.2347,0.2988
Pakistan,2015,Female,22.7,9.2863,9.6522,3.2414,0.5201
Pakistan,2015,Male,26.7,10.9909,11.3368,3.774,0.5983
Pakistan,2020,Both sexes,24.7,10.0731,10.8085,3.01,0.8084
Pakistan,2020,Female,22.6,9.6946,10.0446,2.1202,0.7406
Pakistan,2020,Male,26.6,11.0053,11.271,3.7026,0.6211
Pakistan,2025,Both sexes,25.273,10.3177,11.0341,3.0888,0.8324
Pakistan,2025,Female,22.9025,9.8215,10.1721,2.1505,0.7584
Pakistan,2025,Male,27.2257,11.3049,11.4958,3.7974,0.6276
Panama,2000,Both sexes,15.0,6.049,6.6164,1.7969,0.5377
Panama,2000,Female,13.5,6.0632,6.0155,1.215,0.2063
Panama,2000,Male,16.5,7.1341,6.7059,2.0659,0.5941
Panama,2005,Both sexes,14.6,6.0324,6.0438,1.8343,0.6895
Panama,2005,Female,12.8,5.6553,5.7436,1.152,0.2491
Panama,2005,Male,16.5,6.6203,7.1748,2.0612,0.6437
Panama,2010,Both sexes,13.4,5.769,5.9194,1.206,0.5056
Panama,2010,Female,11.2,4.8379,4.6709,1.1322,0.559
Panama,2010,Male,15.8,6.4089,6.9014,2.1579,0.3318
Panama,2015,Both sexes,13.2,5.6932,5.3297,1.9858,0.1913
Panama,2015,Female,10.9,4.5017,4.5699,1.3083,0.5201
Panama,2015,Male,15.7,6.3187,6.4821,2.657,0.2422
Panama,2020,Both sexes,13.0,5.2678,5.2946,1.8515,0.5861
Panama,2020,Female,10.8,4.6708,4.7887,0.972,0.3685
Panama,2020,Male,15.4,6.5667,6.5198,2.0938,0.2197
Panama,2025,Both sexes,13.2596,5.3681,5.4001,1.8965,0.5949
Panama,2025,Female,10.994,4.7817,4.8487,0.9884,0.3752
Panama,2025,Male,15.6633,6.686,6.607,2.1482,0.2221
Papua New Guinea,2000,Both sexes,31.2,13.8483,12.8594,3.4932,0.9991
Papua New Guinea,2000,Female,28.3,12.481,12.3954,3.0853,0.3383
Papua New Guinea,2000,Male,34.1,13.9682,13.8137,4.7343,1.5838
Papua New Guinea,2005,Both sexes,29.3,13.0251,12.3778,3.0658,0.8313
Papua New Guinea,2005,Female,26.6,10.9654,11.2003,3.2758,1.1585
Papua New Guinea,2005,Male,32.1,12.9635,13.9166,3.8444,1.3755
Papua New Guinea,2010,Both sexes,28.2,12.2137,12.2886,3.1132,0.5845
Papua New Guinea,2010,Female,25.6,10.2909,11.005,3.1575,1.1466
Papua New Guinea,2010,Male,31.0,12.8893,12.5941,4.3937,1.1229
Papua New Guinea,2015,Both sexes,29.9,12.9184,12.4259,3.6284,0.9273
Papua New Guinea,2015,Female,26.6,11.2756,11.1125,3.2197,0.9922
Papua New Guinea,2015,Male,33.5,13.5106,15.0291,4.1428,0.8175
Papua New Guinea,2020,Both sexes,30.0,12.0599,12.5434,4.105,1.2917
Papua New Guinea,2020,Female,26.6,11.2078,11.2638,2.8744,1.254
Papua New Guinea,2020,Male,33.6,14.6185,14.2117,4.3597,0.4101
Papua New Guinea,2025,Both sexes,30.6326,12.2408,12.9028,4.1602,1.3288
Papua New Guinea,2025,Female,27.252,11.5166,11.525,2.9291,1.2813
Papua New Guinea,2025,Male,34.2955,14.9519,14.5258,4.4035,0.4143
Paraguay,2000,Both sexes,21.2,8.592,9.3416,2.5636,0.7028
Paraguay,2000,Female,20.1,8.8786,8.0965,2.3229,0.802
Paraguay,2000,Male,22.4,9.6525,9.8352,2.0581,0.8542
Paraguay,2005,Both sexes,19.8,8.1238,8.269,3.1093,0.2979
Paraguay,2005,Female,18.9,8.4698,8.1538,1.9482,0.3282
Paraguay,2005,Male,20.8,8.4551,9.0232,2.3993,0.9224
Paraguay,2010,Both sexes,18.6,7.7651,7.9946,2.4502,0.3901
Paraguay,2010,Female,17.4,7.4653,7.6053,1.6855,0.6439
Paraguay,2010,Male,19.7,7.9062,8.6042,2.4996,0.69
Paraguay,2015,Both sexes,17.7,7.2431,7.1304,2.7333,0.5932
Paraguay,2015,Female,16.5,7.0725,7.2761,1.7707,0.3807
Paraguay,2015,Male,18.9,8.3541,7.5765,2.7433,0.2261
Paraguay,2020,Both sexes,17.5,7.7383,7.3833,1.9638,0.4146
Paraguay,2020,Female,16.3,6.9947,6.6721,2.3475,0.2857
Paraguay,2020,Male,18.7,7.991,7.5654,2.3907,0.7529
Paraguay,2025,Both sexes,17.8171,7.8804,7.5165,1.9973,0.4229
Paraguay,2025,Female,16.6963,7.2036,6.8239,2.3798,0.289
Paraguay,2025,Male,19.2098,8.2165,7.7786,2.4411,0.7736
Peru,2000,Both sexes,15.3,6.8053,6.1992,1.7407,0.5548
Peru,2000,Female,14.3,6.0438,6.3962,1.3299,0.5301
Peru,2000,Male,16.4,7.3037,6.6984,1.5987,0.7992
Peru,2005,Both sexes,14.0,5.8838,6.2889,1.5236,0.3037
Peru,2005,Female,12.9,5.3227,5.7504,1.5608,0.2661
Peru,2005,Male,15.2,6.3041,6.3495,2.0512,0.4952
Peru,2010,Both sexes,13.6,5.5397,5.8792,1.9184,0.2627
Peru,2010,Female,12.3,5.3842,5.1103,1.4621,0.3434
Peru,2010,Male,14.9,6.0768,6.4692,1.8512,0.5028
Peru,2015,Both sexes,12.8,5.2326,5.2706,1.9157,0.3811
Peru,2015,Female,11.4,4.9926,4.8454,1.0323,0.5297
Peru,2015,Male,14.3,6.3741,5.8714,1.829,0.2255
Peru,2020,Both sexes,12.6,5.576,5.2203,1.3549,0.4488
Peru,2020,Female,11.2,4.8047,4.5732,1.391,0.4311
Peru,2020,Male,14.1,5.8615,6.3154,1.7633,0.1598
Peru,2025,Both sexes,12.8475,5.6436,5.3528,1.3917,0.4594
Peru,2025,Female,11.5032,4.9441,4.7067,1.4112,0.4412
Peru,2025,Male,14.3261,5.9474,6.4251,1.79,0.1636
Philippines,2000,Both sexes,26.8,11.7901,10.8634,3.0416,1.1049
Philippines,2000,Female,22.2,9.3575,9.3659,2.979,0.4976
Philippines,2000,Male,31.6,14.0781,13.2449,3.1639,1.1131
Philippines,2005,Both sexes,28.4,12.542,12.7681,2.62,0.4699
Philippines,2005,Female,22.7,10.1987,9.8594,2.1938,0.4481
Philippines,2005,Male,34.4,14.9499,14.9198,3.096,1.4343
Philippines,2010,Both sexes,27.6,11.7814,11.9744,2.8145,1.0297
Philippines,2010,Female,21.8,9.2166,9.6912,2.1777,0.7145
Philippines,2010,Male,33.5,14.4531,13.8457,4.8139,0.3873
Philippines,2015,Both sexes,26.9,10.9353,11.6254,3.8581,0.4812
Philippines,2015,Female,21.1,9.3067,8.8135,2.2153,0.7645
Philippines,2015,Male,32.9,13.3206,13.4345,4.6003,1.5446
Philippines,2020,Both sexes,26.8,11.1241,10.9723,4.1099,0.5937
Philippines,2020,Female,21.0,8.8441,9.2354,2.5918,0.3287
Philippines,2020,Male,32.8,13.2725,13.3559,5.7062,0.4654
Philippines,2025,Both sexes,27.512,11.4486,11.2621,4.1905,0.6108
Philippines,2025,Female,21.256,8.9352,9.3596,2.6289,0.3323
Philippines,2025,Male,33.4467,13.4312,13.7176,5.8202,0.4777
Poland,2000,Both sexes,24.8,10.0883,11.132,2.375,1.2047
Poland,2000,Female,16.2,6.7001,7.1409,1.9518,0.4072
Poland,2000,Male,34.2,13.96,14.192,5.569,0.479
Poland,2005,Both sexes,22.3,9.8339,10.0343,2.0202,0.4116
Poland,2005,Female,14.3,6.3748,6.0796,1.287,0.5586
Poland,2005,Male,31.0,12.811,13.4274,3.2544,1.5072
Poland,2010,Both sexes,20.4,8.9995,8.3997,2.2645,0.7363
Poland,2010,Female,13.2,5.2912,5.8803,1.7542,0.2743
Poland,2010,Male,28.2,11.8513,12.1204,3.825,0.4033
Poland,2015,Both sexes,19.3,8.6003,8.331,1.737,0.6317
Poland,2015,Female,12.7,5.3183,5.478,1.7025,0.2012
Poland,2015,Male,26.4,10.8994,11.5096,3.6973,0.2937
Poland,2020,Both sexes,18.7,8.1926,8.3553,1.683,0.4691
Poland,2020,Female,12.4,5.1168,5.0017,2.0246,0.2569
