location,period,sex,inc_resp,inc_HIV,inc_ETS,inc_hep,inc_tub,total_inc
Mauritania,2010,Both sexes,10.8017,0.8365,1.6453,1.8855,0.9545,23.7256
Mauritania,2010,Male,10.336,0.1361,3.6843,1.3284,0.9971,30.6244
Mauritania,2010,Female,11.0791,0.9009,5.6829,1.4211,0.4377,38.8607
Mauritania,2005,Both sexes,12.6488,0.9928,2.5418,0.983,0.6391,31.9033
Mauritania,2005,Male,13.1299,0.3647,5.3477,1.8453,0.8706,26.7549
Mauritania,2005,Female,12.1812,0.2893,4.8205,1.3845,0.2057,32.7044
Mauritania,2000,Both sexes,14.5552,0.7888,2.2391,1.6076,0.7206,35.0514
Mauritania,2000,Male,5.1823,0.3277,1.1817,0.9266,0.468,14.8209
Mauritania,2000,Female,6.9578,0.879,1.5092,1.932,0.2855,27.6536
Mauritius,2020,Both sexes,5.0756,0.1926,4.6425,1.6948,0.4625,19.7629
Mauritius,2020,Male,11.4747,0.2134,1.9983,1.7517,0.1684,33.6258
Mauritius,2020,Female,13.9803,0.9812,2.8564,0.5927,0.7259,39.044
Mauritius,2015,Both sexes,7.4348,0.7065,3.5085,0.7606,0.3275,18.3035
Mauritius,2015,Male,14.2703,0.8622,4.6273,0.7856,0.3803,33.6418
Mauritius,2015,Female,5.6027,0.3919,1.5662,0.7605,0.209,21.0981
Mauritius,2010,Both sexes,14.3444,0.7088,3.0318,1.7542,0.8782,33.1381
Mauritius,2010,Male,8.5162,0.6348,3.4254,0.3542,0.5441,20.907
Mauritius,2010,Female,6.0142,0.6428,3.7041,0.4294,0.6149,22.6227
Mauritius,2005,Both sexes,9.8587,0.7143,5.0918,0.7657,0.6125,36.2592
Mauritius,2005,Male,7.5678,0.6178,1.8584,0.6398,0.4694,29.2106
Mauritius,2005,Female,7.8487,0.4862,5.0392,0.6942,0.2733,23.7197
Mauritius,2000,Both sexes,8.0729,0.3483,4.4644,1.6565,0.7706,23.4271
Mauritius,2000,Male,13.0303,0.7917,3.7794,1.2573,0.2144,39.0719
Mauritius,2000,Female,10.3916,0.3036,4.4976,0.3098,0.1935,28.6459
Mexico,2020,Both sexes,8.1131,0.7231,3.0601,1.0298,0.7391,31.2753
Mexico,2020,Male,11.1033,0.31,1.692,0.9934,0.288,29.3706
Mexico,2020,Female,12.1615,0.6628,4.3288,0.4937,0.3761,36.6151
Mexico,2015,Both sexes,7.7262,0.7724,3.6234,1.4494,0.5277,26.6861
Mexico,2015,Male,9.1355,0.2968,4.1969,1.4936,0.5044,29.162
Mexico,2015,Female,6.2189,0.1539,2.69,1.5255,0.7377,29.6543
Mexico,2010,Both sexes,6.8115,0.2179,5.5343,1.5384,0.6611,21.6041
Mexico,2010,Male,11.8112,0.6454,3.9368,0.3001,0.68,26.5531
Mexico,2010,Female,6.8144,0.8645,1.427,1.9217,0.7426,28.7502
Mexico,2005,Both sexes,10.2516,0.1405,3.249,1.6842,0.3634,22.7482
Mexico,2005,Male,12.0905,0.7607,4.7818,1.8368,0.3901,34.9008
Mexico,2005,Female,6.0688,0.4072,4.9707,0.3266,0.4942,26.4476
Mexico,2000,Both sexes,10.6731,0.5307,3.473,1.8876,0.3767,36.3354
Mexico,2000,Male,7.5656,0.936,5.4737,1.6766,0.9864,25.9427
Mexico,2000,Female,14.6293,0.3988,2.3383,1.7233,0.8326,36.8748
Mongolia,2020,Both sexes,9.8355,0.5188,3.053,0.4586,0.2482,33.0005
Mongolia,2020,Male,13.0599,0.1123,5.493,1.5559,0.105,33.2111
Mongolia,2020,Female,10.5023,0.1734,5.4813,1.9319,0.1385,27.1732
Mongolia,2015,Both sexes,5.4341,0.3327,4.4286,1.4535,0.3197,28.5795
Mongolia,2015,Male,11.3315,0.1251,5.2949,1.27,0.2029,27.0794
Mongolia,2015,Female,14.514,0.6682,1.4439,1.9076,0.58,34.7734
Mongolia,2010,Both sexes,11.0161,0.4838,5.325,1.053,0.8722,28.0489
Mongolia,2010,Male,13.1919,0.5933,2.6031,1.3188,0.7631,33.4572
Mongolia,2010,Female,13.8421,0.2572,1.8917,1.1098,0.294,22.8062
Mongolia,2005,Both sexes,7.2808,0.3663,2.1968,1.8858,0.4594,23.9133
Mongolia,2005,Male,7.1204,0.6974,3.0898,0.4293,0.5571,24.8183
Mongolia,2005,Female,11.1098,0.9688,2.256,1.1519,0.8292,28.4884
Mongolia,2000,Both sexes,9.1103,0.1454,2.6028,1.4678,0.8552,30.8488
Mongolia,2000,Male,13.3986,0.9013,1.6749,1.6462,0.9187,28.5407
Mongolia,2000,Female,14.0002,0.6192,2.4809,1.2911,0.5583,25.2281
Montenegro,2020,Both sexes,8.5342,0.6075,3.8614,1.8452,0.7248,21.0969
Montenegro,2020,Male,7.3687,0.5503,3.2093,1.9014,0.2006,31.1235
Montenegro,2020,Female,12.8053,0.1625,2.7336,0.4093,0.6088,36.3399
Montenegro,2015,Both sexes,7.7481,0.1809,4.7323,0.984,0.3238,24.8267
Montenegro,2015,Male,13.2261,0.6408,5.4675,0.3399,0.4885,33.5487
Montenegro,2015,Female,9.2374,0.4069,4.7839,0.86,0.6706,34.8062
Montenegro,2010,Both sexes,11.6755,0.9255,2.66,1.2127,0.3313,22.875
Montenegro,2010,Male,5.9554,0.4659,4.7222,1.8484,0.147,23.8383
Montenegro,2010,Female,11.2386,0.229,1.7599,1.7391,0.1092,24.9167
Montenegro,2005,Both sexes,9.5177,0.7432,1.6516,0.5167,0.1199,30.2243
Montenegro,2005,Male,10.8661,0.364,2.7281,0.4582,0.1075,23.8999
Montenegro,2005,Female,6.6801,0.5729,5.0385,1.3018,0.1993,19.9246
Montenegro,2000,Both sexes,12.3687,0.728,2.2317,1.2046,0.3155,30.154
Montenegro,2000,Male,13.628,0.9102,1.3163,0.7528,0.2991,28.6827
Montenegro,2000,Female,7.1674,0.813,1.6585,1.8291,0.9881,22.0817
Morocco,2020,Both sexes,5.9571,0.7087,5.2937,1.8765,0.3754,19.9462
Morocco,2020,Male,5.2364,0.7117,4.1689,0.9844,0.2147,21.0211
Morocco,2020,Female,11.4197,0.9513,2.266,1.8135,0.591,24.0084
Morocco,2015,Both sexes,11.0709,0.3662,3.7765,0.9527,0.8722,25.2047
Morocco,2015,Male,10.467,0.101,3.6379,1.5526,0.7103,29.6351
Morocco,2015,Female,7.3195,0.3448,4.2772,1.1091,0.3665,20.6996
Morocco,2010,Both sexes,8.9091,0.2961,2.1659,0.5084,0.6055,22.4686
Morocco,2010,Male,10.9448,0.6957,5.322,1.8775,0.7434,35.0985
Morocco,2010,Female,9.9677,0.6703,2.5468,1.072,0.7553,29.735
Morocco,2005,Both sexes,14.8779,0.6341,4.4707,1.5486,0.6999,29.904
Morocco,2005,Male,6.3644,0.1146,1.0806,0.9242,0.8837,27.14
Morocco,2005,Female,11.9514,0.7559,2.8633,0.3321,0.8831,31.0821
Morocco,2000,Both sexes,9.0432,0.3912,2.7585,0.4709,0.621,25.5488
Morocco,2000,Male,9.282,0.6986,3.7174,1.1436,0.4869,20.7519
Morocco,2000,Female,12.176,0.6009,1.3637,1.4729,0.6774,31.4571
Mozambique,2020,Both sexes,19.7714,5.7982,10.1112,2.3389,4.182,87.4261
Mozambique,2020,Male,24.8514,2.8841,4.96,3.782,0.5254,81.9469
Mozambique,2020,Female,10.1827,2.3219,9.0933,3.7945,4.964,67.7981
Mozambique,2015,Both sexes,9.7699,12.6413,10.2289,3.8157,1.323,55.2333
Mozambique,2015,Male,20.3138,13.8576,8.0569,2.9701,2.6161,72.3894
Mozambique,2015,Female,17.8326,10.097,9.6679,4.6595,4.4241,83.8229
Mozambique,2010,Both sexes,12.6607,2.4481,8.9567,2.9568,1.5127,76.0951
Mozambique,2010,Male,9.3501,6.6284,6.1998,2.8011,2.6456,66.3572
Mozambique,2010,Female,9.4562,11.2051,10.2797,1.7975,1.0966,66.4097
Mozambique,2005,Both sexes,23.2012,11.9175,5.6523,2.2306,2.2778,101.9784
Mozambique,2005,Male,11.2617,2.6551,8.1409,1.1693,1.2971,69.1866
Mozambique,2005,Female,13.4973,1.0004,9.7086,3.5341,2.1363,70.777
Mozambique,2000,Both sexes,11.8532,10.9699,6.4106,1.9941,2.1806,70.4672
Mozambique,2000,Male,14.0349,5.9923,5.7249,2.2166,4.9693,51.0471
Mozambique,2000,Female,9.1802,4.5627,7.1341,4.0833,4.9767,64.9511
Myanmar,2020,Both sexes,16.824,1.1806,10.3617,2.3089,1.0165,61.7635
Myanmar,2020,Male,9.1494,8.5642,11.3693,1.9688,3.7669,79.7939
Myanmar,2020,Female,21.6061,12.9161,7.9058,1.6762,0.7329,90.5631
Myanmar,2015,Both sexes,11.9731,14.4068,8.9532,4.0994,0.6359,83.0547
Myanmar,2015,Male,17.1802,8.9204,11.1295,1.5188,0.974,83.4443
Myanmar,2015,Female,22.9613,8.2025,3.8869,2.815,4.8447,72.7121
Myanmar,2010,Both sexes,19.0649,2.1908,5.0887,3.0277,4.7339,85.4228
Myanmar,2010,Male,17.0603,8.6842,9.3801,3.7496,1.3727,79.8497
Myanmar,2010,Female,13.5137,6.3197,10.4137,3.5331,1.2275,62.9363
Myanmar,2005,Both sexes,13.661,9.4999,10.7133,4.2429,1.5824,87.7813
Myanmar,2005,Male,19.3813,6.4422,6.736,1.179,2.82,72.9089
Myanmar,2005,Female,24.9004,4.3642,3.8041,2.1858,3.0637,76.8282
Myanmar,2000,Both sexes,19.2513,2.3295,6.94,2.1205,1.4972,61.9639
Myanmar,2000,Male,17.4823,5.4089,5.0766,1.5841,3.9048,51.134
Myanmar,2000,Female,20.4211,2.353,5.6208,2.1567,1.893,63.7799
Namibia,2020,Both sexes,9.6521,0.2592,4.8613,0.8266,0.9299,31.1809
Namibia,2020,Male,5.6014,0.9886,1.3776,1.1872,0.6911,19.312
Namibia,2020,Female,10.623,0.4997,5.1379,1.4283,0.4927,29.1887
Namibia,2015,Both sexes,14.5763,0.5787,3.1383,0.9479,0.8109,25.6856
Namibia,2015,Male,6.753,0.8863,3.9803,1.5231,0.8361,33.0693
Namibia,2015,Female,11.9,0.996,1.4483,0.8715,0.3614,22.0575
Namibia,2010,Both sexes,7.0093,0.6244,2.6868,0.7935,0.4057,18.6083
Namibia,2010,Male,10.3583,0.8312,1.4485,1.22,0.9424,21.0004
Namibia,2010,Female,5.9668,0.3942,5.8077,0.3403,0.2483,31.1352
Namibia,2005,Both sexes,9.5037,0.3752,5.0363,0.4356,0.1379,23.1009
Namibia,2005,Male,12.5616,0.4624,3.2982,1.0105,0.5086,30.9825
Namibia,2005,Female,8.4757,0.7053,2.118,1.903,0.8211,25.2666
Namibia,2000,Both sexes,11.6491,0.714,5.6673,1.5266,0.7945,36.7784
Namibia,2000,Male,12.9545,0.3837,2.723,0.4498,0.9276,37.318
Namibia,2000,Female,14.2718,0.2199,1.8049,1.7387,0.5799,37.5042
Nepal,2020,Both sexes,11.9889,9.8535,8.0685,3.9292,0.9503,81.5261
Nepal,2020,Male,14.7884,2.7966,11.494,3.4438,3.1491,75.6635
Nepal,2020,Female,10.5911,9.0989,3.0345,4.2812,4.0028,48.3759
Nepal,2015,Both sexes,24.8722,10.7079,5.1431,2.6164,0.92,88.7603
Nepal,2015,Male,23.759,10.8086,11.446,1.886,1.277,86.0922
Nepal,2015,Female,17.1793,11.5486,4.5398,3.0481,0.5553,92.814
Nepal,2010,Both sexes,22.3146,13.22,4.0192,3.1954,3.1714,67.4956
Nepal,2010,Male,16.8563,7.9994,8.1317,3.1533,4.4903,60.2076
Nepal,2010,Female,18.601,11.2235,10.7566,3.2603,3.518,103.6084
Nepal,2005,Both sexes,9.5151,9.6684,7.294,4.7948,4.9192,77.9619
Nepal,2005,Male,20.8396,3.613,11.9511,4.609,0.7837,84.2553
Nepal,2005,Female,10.1711,1.3597,9.1125,4.5029,4.5635,63.2259
Nepal,2000,Both sexes,22.0431,4.9836,3.6667,4.2057,4.1633,54.4718
Nepal,2000,Male,21.2945,7.2025,11.9355,4.7737,1.9141,77.2166
Nepal,2000,Female,20.0487,9.6395,6.671,1.394,4.8809,60.377
Netherlands,2020,Both sexes,2.217,0.129,1.2185,0.1693,0.0718,5.8879
Netherlands,2020,Male,3.8188,0.0375,1.8947,0.2728,0.1801,10.7562
Netherlands,2020,Female,3.5787,0.0276,1.2608,0.4309,0.1785,9.5673
Netherlands,2015,Both sexes,4.1608,0.1449,0.7161,0.2773,0.1564,8.4387
Netherlands,2015,Male,2.5259,0.0251,0.5036,0.3866,0.1214,5.3173
Netherlands,2015,Female,7.6217,0.077,1.624,0.1125,0.0416,11.555
Netherlands,2010,Both sexes,5.3228,0.092,2.5922,0.1636,0.1158,11.5026
Netherlands,2010,Male,3.8331,0.0858,1.9308,0.3793,0.0842,8.7924
Netherlands,2010,Female,4.3819,0.022,2.998,0.1241,0.1626,11.0923
Netherlands,2005,Both sexes,4.6832,0.018,1.2171,0.2081,0.1565,9.6952
Netherlands,2005,Male,5.6036,0.0248,1.2011,0.1692,0.1839,8.515
Netherlands,2005,Female,5.0941,0.092,0.8994,0.2074,0.0227,10.0286
Netherlands,2000,Both sexes,7.5164,0.0862,0.9102,0.3687,0.1656,11.984
Netherlands,2000,Male,4.9818,0.0427,1.213,0.2155,0.1889,10.4142
Netherlands,2000,Female,7.9529,0.0993,2.4821,0.2999,0.1621,12.6318
New Zealand,2020,Both sexes,7.1085,0.1248,2.7644,0.095,0.0434,13.3451
New Zealand,2020,Male,3.2511,0.0158,2.9377,0.4123,0.0346,7.652
New Zealand,2020,Female,7.5836,0.0797,1.0807,0.2164,0.0238,13.1707
New Zealand,2015,Both sexes,2.6982,0.1065,2.7032,0.3418,0.1332,9.2518
New Zealand,2015,Male,6.9047,0.0453,1.3206,0.3764,0.1333,10.0272
New Zealand,2015,Female,4.2837,0.0531,0.7821,0.1443,0.1976,7.6714
New Zealand,2010,Both sexes,7.2678,0.0959,2.6751,0.4481,0.0916,13.21
New Zealand,2010,Male,7.2083,0.1357,2.0903,0.3273,0.0797,12.1844
New Zealand,2010,Female,6.8356,0.1234,0.9118,0.2429,0.1324,10.3847
New Zealand,2005,Both sexes,6.7402,0.0916,1.5746,0.1321,0.1686,13.5894
New Zealand,2005,Male,3.8281,0.1122,1.2181,0.474,0.1886,7.9165
New Zealand,2005,Female,2.4855,0.0611,2.342,0.3898,0.1646,10.1609
New Zealand,2000,Both sexes,4.4179,0.0997,1.6335,0.1436,0.0968,9.4689
New Zealand,2000,Male,3.0411,0.0753,2.9732,0.202,0.1343,8.1372
New Zealand,2000,Female,6.1697,0.0366,0.6369,0.4144,0.1741,8.8129
Nicaragua,2020,Both sexes,8.461,0.7316,2.7751,1.4827,0.5415,32.9592
Nicaragua,2020,Male,14.7561,0.6008,3.4095,1.6018,0.295,35.4128
Nicaragua,2020,Female,11.4097,0.4228,3.5157,1.05,0.2528,22.3081
Nicaragua,2015,Both sexes,13.2248,0.9202,2.5797,1.518,0.1001,27.6658
Nicaragua,2015,Male,6.3252,0.1188,4.6462,0.957,0.7464,21.5234
Nicaragua,2015,Female,13.6201,0.3842,5.3737,0.6591,0.2,38.7326
Nicaragua,2010,Both sexes,14.2276,0.1512,5.6936,1.3756,0.3195,38.5144
Nicaragua,2010,Male,9.8706,0.7899,5.0255,1.9592,0.3681,23.3271
Nicaragua,2010,Female,11.0625,0.7319,5.2529,0.828,0.6043,23.5384
Nicaragua,2005,Both sexes,12.6481,0.3982,3.7527,1.0836,0.4582,27.0818
Nicaragua,2005,Male,6.7484,0.7081,5.1294,1.4458,0.7072,31.1901
Nicaragua,2005,Female,10.0257,0.4563,2.5175,1.2206,0.1501,21.1976
Nicaragua,2000,Both sexes,8.9866,0.7806,2.9924,1.7338,0.2115,20.5143
Nicaragua,2000,Male,6.4637,0.5088,2.5846,1.595,0.5493,23.9798
Nicaragua,2000,Female,8.6753,0.4711,3.3369,0.3991,0.4033,28.0241
Niger,2020,Both sexes,9.1589,14.0862,5.5702,4.9937,1.8312,75.7954
Niger,2020,Male,8.4388,4.5123,11.6545,4.0096,0.8016,48.1153
Niger,2020,Female,10.2978,2.6863,5.8156,4.4556,4.5307,52.0079
Niger,2015,Both sexes,24.373,9.1836,3.8824,3.6048,3.6132,91.166
Niger,2015,Male,17.342,14.5705,7.7414,4.4251,1.0473,67.3256
Niger,2015,Female,24.419,6.2897,3.5139,1.4495,0.7927,54.3336
Niger,2010,Both sexes,15.3525,1.8685,3.9949,2.391,4.8869,64.7331
Niger,2010,Male,13.3009,5.7503,4.9745,4.5057,3.5653,77.0137
Niger,2010,Female,16.6044,8.083,7.1792,1.8066,2.3786,64.9879
Niger,2005,Both sexes,15.4717,3.2669,6.8993,1.313,3.6578,57.3654
Niger,2005,Male,9.7963,10.2134,10.1972,4.1525,3.9035,76.2815
Niger,2005,Female,18.894,14.9685,9.6553,4.3419,4.0098,88.8612
Niger,2000,Both sexes,11.6726,7.3244,6.8369,1.6506,2.6504,68.9512
Niger,2000,Male,18.533,5.9662,6.0033,4.4174,2.4345,59.0263
Niger,2000,Female,19.0534,6.6099,5.8482,3.7471,0.5496,76.6109
Nigeria,2020,Both sexes,10.5844,2.612,9.966,3.0803,4.6695,80.0941
Nigeria,2020,Male,9.0429,13.3658,3.4687,4.321,3.2149,48.8711
Nigeria,2020,Female,21.2729,6.8076,3.1154,2.677,1.4142,80.8374
Nigeria,2015,Both sexes,15.8166,6.4218,10.1599,1.776,4.6382,94.4083
Nigeria,2015,Male,8.9888,10.2357,7.2943,2.1394,4.6172,90.1826
Nigeria,2015,Female,24.9127,7.1885,4.1779,3.0207,4.9513,76.743
Nigeria,2010,Both sexes,8.9823,10.0753,5.1201,3.1253,4.4333,81.1899
Nigeria,2010,Male,19.8156,1.8602,11.3925,4.2223,4.99,98.4616
Nigeria,2010,Female,24.7225,12.3921,10.7355,4.1654,1.6011,82.9704
Nigeria,2005,Both sexes,12.0661,14.1671,9.3881,3.3255,4.2901,102.5178
Nigeria,2005,Male,10.4182,10.0827,7.34,4.1231,4.2036,92.6472
Nigeria,2005,Female,10.0635,14.3639,7.6829,1.7671,1.5392,61.1924
Nigeria,2000,Both sexes,13.1557,3.1201,11.7772,1.2003,0.943,70.5455
Nigeria,2000,Male,9.7178,7.6838,11.6919,4.4945,4.9074,76.5874
Nigeria,2000,Female,19.7667,9.4253,4.9374,1.3022,1.8321,61.2183
Norway,2020,Both sexes,2.3738,0.0914,2.5278,0.161,0.1768,10.2364
Norway,2020,Male,5.0565,0.0662,0.9931,0.3629,0.0207,7.7081
Norway,2020,Female,7.9802,0.0573,1.0338,0.2343,0.0238,11.1643
Norway,2015,Both sexes,6.8838,0.0278,2.1902,0.4443,0.1039,14.4858
Norway,2015,Male,5.6913,0.0648,1.5125,0.1841,0.063,8.6208
Norway,2015,Female,3.8375,0.0328,2.8289,0.0553,0.1442,8.5604
Norway,2010,Both sexes,5.7434,0.1128,0.7225,0.1853,0.1218,11.3428
Norway,2010,Male,5.1622,0.0392,1.7788,0.3101,0.0339,12.1751
Norway,2010,Female,4.5565,0.0182,2.7963,0.2192,0.0493,9.7997
Norway,2005,Both sexes,2.7843,0.0873,2.7603,0.2907,0.0898,7.091
Norway,2005,Male,7.3196,0.0933,0.8913,0.4445,0.0534,10.0129
Norway,2005,Female,4.6987,0.1321,1.4166,0.4606,0.1626,10.4361
Norway,2000,Both sexes,3.1677,0.0908,2.0478,0.1697,0.0949,9.5285
Norway,2000,Male,4.2066,0.0584,0.8985,0.258,0.0368,8.8462
Norway,2000,Female,4.4848,0.1224,2.9201,0.2971,0.1072,12.864
Oman,2020,Both sexes,6.9652,0.0856,2.7869,0.4771,0.0364,12.2496
Oman,2020,Male,6.4017,0.0211,0.9174,0.4994,0.0432,12.3286
Oman,2020,Female,6.6158,0.0892,0.8029,0.1559,0.0631,10.0184
Oman,2015,Both sexes,2.0662,0.1371,0.7135,0.3771,0.1747,4.971
Oman,2015,Male,4.4969,0.0655,2.7736,0.2201,0.1864,9.5645
Oman,2015,Female,4.8881,0.0515,0.9841,0.0536,0.1687,8.405
Oman,2010,Both sexes,2.1152,0.0301,1.5407,0.0542,0.0801,5.4737
Oman,2010,Male,3.5589,0.0312,1.6221,0.2573,0.069,9.0823
Oman,2010,Female,6.5617,0.0706,1.9975,0.2698,0.1188,11.2097
Oman,2005,Both sexes,2.8227,0.0934,0.6793,0.0602,0.1499,5.615
Oman,2005,Male,5.2119,0.0213,1.0669,0.3591,0.1988,9.9061
Oman,2005,Female,3.2912,0.1415,2.8287,0.1823,0.0437,10.3241
Oman,2000,Both sexes,2.0727,0.1157,2.771,0.302,0.0289,7.9638
Oman,2000,Male,3.4472,0.0921,2.4532,0.1854,0.145,7.8075
Oman,2000,Female,7.8552,0.126,0.5485,0.1252,0.1698,12.3882
Pakistan,2020,Both sexes,21.6261,2.1226,5.9431,2.6287,4.3086,55.1488
Pakistan,2020,Male,24.3128,7.6757,8.6516,1.9291,3.5531,84.7511
Pakistan,2020,Female,16.2935,9.8213,5.4767,3.1392,4.7931,57.1034
Pakistan,2015,Both sexes,9.8655,12.6011,11.1863,1.7953,2.7995,82.1016
Pakistan,2015,Male,17.3153,11.9686,8.705,3.0336,4.6122,86.6212
Pakistan,2015,Female,15.7244,4.879,3.6472,1.6295,4.8552,80.5393
Pakistan,2010,Both sexes,22.3541,14.1723,11.1811,3.6839,4.3122,73.6938
Pakistan,2010,Male,9.6674,2.7408,11.6199,4.0158,1.8939,79.2762
Pakistan,2010,Female,16.3001,13.2519,3.6994,1.4416,1.383,74.9818
Pakistan,2005,Both sexes,10.5508,14.5932,7.7912,2.8712,2.9665,80.1934
Pakistan,2005,Male,13.5195,3.4801,5.7303,1.2835,2.5386,56.8119
Pakistan,2005,Female,20.5351,11.1089,6.5356,3.3927,4.4499,96.2627
Pakistan,2000,Both sexes,16.0923,1.564,4.6169,2.0576,0.9501,48.512
Pakistan,2000,Male,14.3901,6.6759,8.2026,3.1105,1.6598,60.6877
Pakistan,2000,Female,14.7061,8.228,11.6218,3.0698,3.8831,90.6371
Panama,2020,Both sexes,9.5945,0.6226,3.5154,1.8714,0.1855,26.8586
Panama,2020,Male,12.8502,0.9423,1.4146,1.2334,0.3887,36.0281
Panama,2020,Female,13.9208,0.705,4.1,1.2911,0.4484,32.3195
Panama,2015,Both sexes,14.5533,0.5332,2.7011,0.9828,0.6603,29.181
Panama,2015,Male,12.869,0.8287,5.2796,1.9134,0.2423,30.8955
Panama,2015,Female,8.1541,0.9555,3.1734,1.6212,0.8745,26.0946
Panama,2010,Both sexes,11.8813,0.1199,1.9642,0.7852,0.5028,23.234
Panama,2010,Male,9.376,0.9843,1.9555,1.7352,0.9253,22.2938
Panama,2010,Female,7.5467,0.1775,4.8438,1.0351,0.5211,31.7762
Panama,2005,Both sexes,13.4087,0.8329,2.3279,1.7087,0.3475,28.5312
Panama,2005,Male,5.3843,0.3523,4.8362,1.6989,0.2276,24.1426
Panama,2005,Female,14.0176,0.219,2.0294,0.6211,0.1034,34.793
Panama,2000,Both sexes,9.6148,0.4959,2.6084,1.4919,0.5789,30.3132
Panama,2000,Male,11.372,0.6796,3.3274,0.7941,0.1964,35.2575
Panama,2000,Female,11.5935,0.4429,5.716,0.8057,0.4526,31.5739
Papua New Guinea,2020,Both sexes,23.217,1.7639,11.3856,2.1854,3.1517,91.43
Papua New Guinea,2020,Male,18.8234,9.3925,4.8618,3.9023,1.7406,54.2485
Papua New Guinea,2020,Female,18.4369,13.6336,6.224,1.9193,1.2885,78.6564
Papua New Guinea,2015,Both sexes,9.1331,6.365,4.3446,1.0036,3.9862,54.4786
Papua New Guinea,2015,Male,16.8129,4.0287,7.5899,3.8609,4.7606,83.1298
Papua New Guinea,2015,Female,10.5529,7.1961,7.1452,1.6847,0.952,51.7495
Papua New Guinea,2010,Both sexes,20.5364,1.6771,11.1068,1.4179,1.2002,64.6452
Papua New Guinea,2010,Male,16.7078,12.4868,11.37,1.9501,4.8201,89.8495
Papua New Guinea,2010,Female,19.5639,12.5688,6.4521,2.5196,0.67,82.7347
Papua New Guinea,2005,Both sexes,8.7084,9.232,7.4256,2.9036,4.8993,57.6509
Papua New Guinea,2005,Male,9.4415,5.9434,11.0661,1.1783,0.5209,80.2872
Papua New Guinea,2005,Female,20.1775,12.197,10.2604,4.8823,4.4315,108.2004
Papua New Guinea,2000,Both sexes,9.2254,8.7656,3.0329,3.8643,1.883,42.9714
Papua New Guinea,2000,Male,9.2114,12.5631,5.8805,2.2928,4.7236,58.9421
Papua New Guinea,2000,Female,8.2058,9.8404,6.796,2.2748,1.9263,71.6601
Paraguay,2020,Both sexes,14.565,0.806,2.1486,1.0625,0.6889,24.3958
Paraguay,2020,Male,12.3751,0.6387,1.9979,1.3646,0.172,25.5285
Paraguay,2020,Female,8.5325,0.4727,1.1889,0.5488,0.3181,25.2863
Paraguay,2015,Both sexes,7.9654,0.9622,4.2168,0.6212,0.7963,27.651
Paraguay,2015,Male,8.497,0.587,2.3126,1.761,0.5758,18.7504
Paraguay,2015,Female,12.7465,0.6446,1.2617,0.7356,0.9352,27.1083
Paraguay,2010,Both sexes,11.6137,0.2984,2.1549,0.9463,0.4859,31.5718
Paraguay,2010,Male,6.852,0.6631,5.0096,1.7812,0.8828,33.4535
Paraguay,2010,Female,6.7411,0.6144,5.2574,1.4274,0.5041,34.2965
Paraguay,2005,Both sexes,5.984,0.2664,3.4153,0.8809,0.9813,20.2471
Paraguay,2005,Male,11.603,0.1536,3.0804,1.4623,0.9639,22.3897
Paraguay,2005,Female,12.6437,0.6439,5.8893,0.3335,0.3962,28.7391
Paraguay,2000,Both sexes,7.6505,0.7873,2.0028,1.5506,0.8973,27.7303
Paraguay,2000,Male,5.2094,0.5711,2.0768,1.1279,0.8629,19.938
Paraguay,2000,Female,5.8217,0.3041,2.4593,1.6824,0.2896,25.5848
Peru,2020,Both sexes,14.6786,0.6999,1.8638,1.9229,0.6619,38.6823
Peru,2020,Male,7.9544,0.1721,2.8968,1.8738,0.1654,27.5832
Peru,2020,Female,12.6922,0.4977,5.5542,1.8458,0.853,28.1154
Peru,2015,Both sexes,11.2466,0.247,4.0767,1.1707,0.2571,31.2634
Peru,2015,Male,8.8194,0.266,3.0597,0.9122,0.1637,23.4907
Peru,2015,Female,7.0569,0.2821,5.6721,1.0906,0.4602,21.5389
Peru,2010,Both sexes,6.2139,0.448,1.2423,1.4728,0.6192,27.3587
Peru,2010,Male,11.1501,0.146,2.0514,1.8028,0.8694,34.2336
Peru,2010,Female,12.7463,0.458,3.8294,0.6519,0.9768,26.8622
Peru,2005,Both sexes,11.439,0.5605,4.0778,1.8609,0.4955,31.467
Peru,2005,Male,10.303,0.535,1.1978,1.6858,0.1544,23.8682
Peru,2005,Female,5.4195,0.4445,3.0152,1.9641,0.7742,24.3977
Peru,2000,Both sexes,14.6849,0.8552,4.2458,1.7964,0.6087,30.9247
Peru,2000,Male,12.9871,0.2308,4.4904,0.7759,0.5031,25.523
Peru,2000,Female,7.9282,0.5551,4.1907,0.4801,0.3783,27.2673
Philippines,2020,Both sexes,14.7997,0.1558,2.6028,0.4908,0.5522,25.0973
Philippines,2020,Male,11.0188,0.164,1.4676,0.7951,0.4048,25.6952
Philippines,2020,Female,10.8242,0.6165,3.1356,1.3441,0.7813,27.3188
Philippines,2015,Both sexes,12.4807,0.6094,1.6438,1.6673,0.5895,35.2784
Philippines,2015,Male,13.1177,0.8902,5.7381,1.8287,0.8892,32.7532
Philippines,2015,Female,11.5648,0.6021,3.3759,1.3604,0.5892,26.4524
Philippines,2010,Both sexes,6.281,0.9638,2.5863,0.3096,0.3144,24.4072
Philippines,2010,Male,8.3827,0.1438,4.8315,0.6167,0.866,20.087
Philippines,2010,Female,14.2808,0.1882,3.4897,0.4695,0.6015,36.8439
